full_text,status
@SeputarTetangga Lapor aja ke sp4n https://t.co/EgCmkAHRho laporannya tujuin ke dinas perizinan lingkungan hidup dan atau satpol. Yang kek gitu mah yakin belum punya izin usaha,Positif
2. Pengaduan masyarakat melalui SP4N LAPOR https://t.co/8WhwFe7Px6,Netral
Hai TemanKom! Selamat Hari Senin TemanKom! Berikut Data Jumlah Pengaduan Masyarakat Kota Bogor yang masuk melalui SIBADRA dan SP4N LAPOR periode 25 September 2023 - 1 Oktober 2023 https://t.co/SqbTfLA0fm,Netral
Fakta menariknya E-Lapor DIY hadir untuk mendukung Sistem Pemerintahan Berbasis Elektronik (SPBE) dan terintegrasi dengan SP4N Lapor loh Lur. satu lagi nih E-Lapor DIY juga menjadi menjamin Whistleblowing System yang bikin laporan Sedulur tidak salah alamat.,Positif
Sampaikan Keluhan Komplain dan Aspirasi atas ketidakpuasaan Pelayanan yang telah kami berikan melalui SP4N LAPOR (Aplikasi Layanan Aspirasi dan Pengaduan Online Rakyat). @ridlo_ridloudin @saktitrenggono @in_radiarta https://t.co/JflIRyUeX6,Positif
Kantor Staf Presiden (KSP) sebagai Pengawas Program Prioritas Nasional dan Ombudsman Republik Indonesia sebagai Pengawas Pelayanan Publik. LAPOR! telah ditetapkan sebagai Sistem Pengelolaan Pengaduan Pelayanan Publik Nasional (SP4N),Netral
SMS 1708 (Telkomsel Indosat Three) Twitter @lapor1708 serta aplikasi mobile (Android dan iOS). Lembaga pengelola SP4N-LAPOR! adalah Kementerian Pendayagunaan Aparatur Negara dan Reformasi Birokrasi (Kementerian PANRB) sebagai Pembina Pelayanan Publik ,Netral
Ini bentuk kolaborasi warga dan pemerintah yang luar biasa.,Positif
SP4N-LAPOR!: Aplikasi Nasional untuk Masyarakat yang menghubungkan Anda dengan Pemerintah mengkritik dan menyampaikan keluhan tanpa diketahui identitasnya. https://t.co/J9uy6zo3N7,Netral
"Saya mohon agar Bapak/Ibu/Sdr./Sdri. sekalian yang terhormat sebagai para aparatur negara, dapat lebih sering meluangkan waktu untuk melihat sekaligus merespons atas begitu banyaknya problem yang ada di masyarakat, karena jabatan Anda sekalian itu adalah amanah.",Negatif
Semoga lebih dioptimalkan pelayanan dalam setiap pelaporan,Netral
"Laporan saya terakhir tidak muncul di laporan,...hanya ada jumlah laporan saja",Negatif
Percuma lapor klw ga direspon. Sudah 2 minggu lapor ga ada respon juga. Mengecewakan.,Negatif
"Bagaimana laporan saya soal anggota TNI selingkuh,kok tidak ada tindakan sama sekali laporan dari bulan Agustus status kok cuman diposisikan ke polisi militer TNI tp tidak ada tindakan,,apakah tindakan anggota tersebut emang dibenarkan?? ID #5403850 mohon diproses kasihan istri yg sah serta anaknya.",Negatif
"Aplikasi hanya sebatas memenuhi program kerja saja, ga ada tindak lanjutnya, buang2 angaran tidak efektif",Negatif
"Aplikasi gagal, mending daftarin admob trus diisi iklan banyak malah dapat duit. Aplikasi sampah",Negatif
Aplikasi ini sangat membantu saya dalam menyampaikan aspirasi dan mengadukan masalah pelayanan publik yang saya alami,Positif
"Masih ada kebocoran informasi pelapor, untung saya pakai nama samaran , kalo nggak saya bisa di culik",Negatif
lhaaaa.....makin tak responsif ini aplikasi....,Negatif
Tdk bermanfaat juga...mending jd sampah kl tdk bermanfaat,Negatif
Tak bisa buat laporan berkali kali Segera di perbaiki lah,Negatif
Percuma buat aplikasi kalo tak ada respon. So bad!!!!,Negatif
Sama aplikasi apa sih ini eror sendiri ajaib bin aneh,Negatif
"Panggilan jiwa sebagai anak bangsa yang ikut merasakan, menikmati dan mengisi kemerdekaan NKRI ""Bahwa Kemerdekaan itu adalah hak segala bangsa, maka saya patut apresiasi SP4 LAPOR! sebagai media komunikasi cepat terpercaya, dengan pihak pemerintahan pusat, bila ada melanggar HAM yang kita temukan di lapangan, meski agak lambat tapi saya tetap optimis dan percaya menanti respon yang dapat memperbaiki, menindak lanjuti permasalahan di daerah karena banyaknya variabel masalah di daerah terjadi.",Positif
Sangat membantu masyarakat kecil... Saya apresiasi nomer 1 sebagai salah satu penyambung ke pemerintah. Terimakasih. Terus berkembang hingga ke penjuru Indonesia.,Positif
Aplikasi apaan sih ini..ngabisin anggaran doang.. Masa saya bikin laporan statusnya belum terverifikasi terus udah lebih seminggu...ga ada penjelasan lagi verifikasi yg mana yg belum saya lakukan...niat gak sih bikin aplikasi...,Negatif
Mudah"an di tanggapi secepatnya Dan identitas pelapor dirahasiakan,Netral
"Laporan tidak di pantau langsung dari pusat. Jadi tidak ada tindakan dari dinas terkait. Percuma kita melapor, cuma di lempar aja, ke daerah yg di laporkan. Tp tidak di pantau juga dari desa yng di laporkan. Pemerintah pusat kurang memperhatikan masyarakat",Negatif
"Sudah input username dan password dengan benar, tapi engga bisa login. Login di app, di HP, di laptop tetap engga bisa.",Negatif
"Respon cepat dan laporan dilimpahkan ke pemerintah daerah utk di disposisikan ke instansi terkait, mudah2an ada tindak lanjut dari instansi terkait",Positif
"Semoga Aplikasi ini Bisa Bermanfaat dan Membantu Orang Banyak dlm menyampaikan Masukan & Masalah , agar bisa Tanggapi & ditindak Lanjuti Oleh Instansi Terkait. Terus lakukan pembaruan agar App ini lebih Baik lagi & Akurat",Positif
"Saya kirim laporan, tapi ndak bisa masuk. Kenapa ya.",Negatif
"anak saya bernama aura salsabil ramadhani saat ini duduk dibangku sekolah kls 6 naik ke kelas 7 , saya sangat kecewa dikarenaka kemarin ikut jalur zonasi tidak bisa masuk padahal jarak rumah saya dengan SMPN 42 DEKAT, anak saya terkendala karena usianya masih terlalu muda , yaitu surabaya 14 september 2008, semoga untuk tahun depan bisa jadi koreksi DINKNAS untuk jalur zonasi tentang batasan usia anak masuk sekolah SMPN,",Negatif
Tolong Halamannya menampilkan permasalhan sesuai dgn wilayah pengguna. Klu bisa dibuatkan jg dashboard buat Admin Instansi. Makasih,Negatif
"Sangat sangat membantu dan sangat memuaskan, trimaksi SP4N",Positif
Sangat bagus untuk menyampaikan aspirasi masyarakat,Positif
Semoga aplikasi ini bisa berguna,Positif
kenapa saat saya ingin kirim laporan selalu tidak bisa "internal server eror : server eror",Negatif
Mantap dan sangat membantu,Positif
"saya tdk bisa mengirim laporan, padahal semua data sudah di isi",Negatif
Tidak semua laporan menyelesaikan masalah di lapangan,Negatif
Walau lama penyampaian tpi selalu tersalurkan,Positif
"Pagi min.... Mohon maaf mengganggu, Saya ingin bertanya. Ketika saya sudah membuat laporan, d profil terdapat tulisan "" harus verifikasi dalam 2 hari"" Itu yg verifikasi saya sebagai pelapor atau adminnya,, jd saya tinggal menunggu saja?? Terimakasih",Netral
"Sistemnya sudah lumayan, cuma eksekusi dari laporan yang disampaikan masyarakat saya rasa masih jauh dari harapan.",Negatif
"Laporan saya tentang pju sudah ditanggapi akan tetapi sudah 4 bulan lampu pju yg saya adukan tidak kunjung diperbaiki , dan di aplikasi laporan saya tertulis sudah selesai , g nyambung banget",Negatif
"Sangat membantu masyarakat mencari keadilan secara online, direspon dan di TL oleh pejabat yang terkait dengan masalah/laporan masyarakat, SP4N LAPOR semoga tetap berjaya demi kenyamanan masyarakat NKRI, Mantap. Pengurusan sertipikat (SHM) tanah milik saya dengan Pendaftaran Tanah Sistematis Langsung, tertunda hampir 1 1/2 Th, lapor ke SP4N LAPOR, di respon 2 minggu (hari kerja) Sertipikat (SHM) saya sudah jadi. Tks SP4N LAPOR.",Positif
Aplikasi terus server eror ada apa tu aplikasinya tidak berkelas mohon di kembangkan lagi agar dapat lebih baik dalam melayani laporan Katanya aplikasi lapor bertujuan utuk memperbaiki dn meningkatkan mutu pelayanan publik aduh baru di aplikasi saja sudah tidak bermutu apalagi laporan sudah sampai di instansi mungkin tidak di tindaklanjuti jadi tidak efektif dan efisien dalam memperbaiki dn meningkatkn pelayan publik,Negatif
"Saya tidak bisa masuk ke aplikasi karena program aplikasi error tolong diperbaiki, terima kasih.",Negatif
Bagus langsung ditanggapi laporannya tetapi gak sampai tuntas dan akhirnya masih menggantung bgt saja. Contoh seperti keluhan pinjaman online ilegal hanya sampai OJK saja setelah itu selesai dan gak di alihkan kepolisian,Negatif
Sangat bermanfaat dan membantu masyarakat akan permasalahan yang ada,Positif
"Aplikasi yang cukup Baik, cepat, tanggap semua pelayanan nya. Semoga semakin banyak yang menggunakan aplikasi yang bagus ini",Positif
"Klo yg bersangkutan sama milik pemerintah pasti kga beres ntah itu perusahaan / aplikasi model kya gini.Kemaren saya bikin aduan tentang covid19 tp d cari kga ketemu,saya g tau d respon/tdk trus stiap klik profil pasti force close. ""APARAT DI NEGARA INI MAUNYA GAJI GEDE TP KERJA GA MAU DI KRITIK""",Negatif
Sangat membantu masyarakat yang ingin melaporkan keluahan...salam LAPOR!! 1708,Positif
"Aplikasi ny bagus,, membuat masyarakat menjadi mudah untuk menyampaikan keluhan nya",Positif
"Udah 3 kali saya melapor, tapi sama sekali tidak pernah di verifikasi.. apa pemerintah tutup kuping buat dengerin keluhan masyarakat, apa mngkn sudah angkat tangan denga covid 19 ini",Negatif
Aplikasi bohongan ini..... Dilapor tak ada hasilnya.... Bego ni aplikasi pembohong,Negatif
"Lama sekali responya, udah beberapa hari laporan saya belum terverifikasi juga",Negatif
"Aplikasi apaan ini. Pas saya download, terus tulis laporan . Pas masuk wilayah malah aplikasi berhenti. Kelar dh semua yg ane tulis panjang2 smuanya hilang.",Negatif
"Aplikasi tempat lapor tapi kurang tanggapan keluh kesah orang, ngak jelas, mending lapor langsung pada YME",Negatif
"Kenapa setiap saya membuat laporan, laporannya selalu di hapus dan tidak pernah di tanggapi, percuma ada aplikasi lapor kek gini klo gak di tanggapi dan malah di hapus laporan nya",Negatif
"Aplikasi yang bagus, walaupun kadang agak lama tertangani",Positif
sangat membantu dan bermanfaat bagi masyarakat dan lebih cepat menerima berita,Positif
Mantab nih amplikasi bisa lapor dengan jiwa jujur untuk. Indonesia maju NKRI untuk kita semua,Positif
"Saya rasa tanggapan masih, kurang memuaskan terkait banyak nya lapor@n",Negatif
"Apk bangsat,buat laporan tunggu beberapa saat terus,apaan tuh",Negatif
"kehilangn uang sya di rekening salah satu bank BUMN selama 4 bulan tidak jelas, walaupun menelpon call centernya jawabannya selalu sama, tapi setelah saya melapor melalui aplikasi SP4N, belum seminggu langsung uang sya kembali. terima kasih.",Negatif
Walau respon kadang lama tapi sudah cukup membantu buat curhat masyarakat.,Positif
Allhamdulillah aplikasi ini sngat bermanfaat buat kita semua,Positif
Sangat membantu untuk hal" pe laporan,Positif
Saya masuk gk bisa padahal saya udah melengkapi data nya,Negatif
Alhamdulillah sangat membantu. Proses saat kita mengadu dan tanggapan nya juga cepat. Terimakasih. Lebih tingkatkan lagi dan lagi biar meringankan masyarakat.,Positif
sudah buat laporan tidak terverifikasi juga,Negatif
Semoga aplikasi ini selalu bermanfaat dan menyampaikan pendapat/aspirasi masyarakat ??????????,Positif
"Terimakasih . Aplikasi nya bagus , respon nya pun cepat",Positif
"Yah banyak bugny, force close mulu, tekan tombol sini malah lari kesono, tekan profile malah force close, tekan tracking malah error, haduh.....haduh gimana ini? Malah bikin jadi lebih sulit melapor dah ini",Negatif
"Aplikasi hoax,jangan download.. tipuan aja. Saya sudah lapor, hingga akhirnya laporan anda sudah selesai. Faktanya cuma bohongan..",Negatif
"Laporan yang bisa di proses yang bagaimana sih. Saya lapor tentang kurang keadilan di perusahaan swasta tapi malah dihapus tanpa alasan. Semestinya ada alasan, maaf laporan anda bla...bla...bla...bla...gitu kek. Jadi bisa dipahami. Seakan meremehkan keluhan .",Negatif
Aplikasi sangat bagus ?? ?? xie xie,Positif
"Bagus aplikasi,sangat membantu Bagi kami selaku orang awam.",Positif
"Jangan sampai aplikasi ini cuma untuk menghabiskan duit negara saja !!!! siitus dan aplikasi bertebaran sebanyak banyaknya, hasil nyata nya nggak ada.",Negatif
"Payaaahhhh.... Saya sudah lapor 4kali, habis update laporan saya jadi 0. Gimana sih... Ditanggapin aja belum udah dibikin 0. Payah.payah.payah....... Tolong dong pemerintah, gandeng pihak ke 3 utk penyempurnaan aplikasi yg lebih kece, lebih responsif..",Negatif
Semoga aplikasi ini bisa menjadi solusi dalam menangani permasalahan yang ada di negara ini . Mohon untuk lebih meningkatkan respon atau tanggapan cepat dalam aplikasi ini . . Sehingga kepuasan masyarakat terhadap layanan publik bisa lebih baik .,Netral
"Aplikasi dodol, gak ada penyelesaiannya, udahlah memang tabiat perangkat pemerintah yg gk mau bekerja dengan baik, kalo ada duit aja baru ditindak lanjutin laporan nya, ini aplikasi cuma gagah gagahan aja, tindakan dan penyelesaiannya masalah nol.",Negatif
"Alhamdulillah, dari sekian banyak pelaporan saya sudah terealisasi, bagi teman"" yg aduannya belum terealisasikan harap mengerti ya mungkin penyelesaiannya dlm jangka panjang misal masalah infrastruktur. Tpi klo masalah administrasi, pelayanan, dan kelalaian pada laporan saya responnya cukup cepat, dlm aduan saya ada masalah NPWP, E-KTP yg tak kunjung jadi, pelaporan atas penolakan dll. Semoga LAPOR tetap komit dan kita teman"" tetap berharap kemajuan bagi Bangsa kita ini. Terima kasih",Positif
"Aplikasi ni ga bakal ada responnya, diwebsite nya jg sama, kita dicuekin! Saya da lapor lebih dari 5x!!! Ga ada 1pun direspon atau diverifikasi! Bt kalian smua, jangan mao download!!!",Negatif
"1 Bulan tidak ada timdakan atau respon balik dari SP4N LAPOR , lantas apa gunanya aplikasi ini dibuat. apa sekedar gaya-gayaan supaya dibilang trend. tolong yang punya ajuan yang langsung ke pemerintah pusat japri.",Negatif
Seberapa efektif aplikasi ini diterapkan. Apakan ada respon atau hanya pelengkap birokrasi saja. Biar gagah gagahan... Mari buktikan. Jangn sampe apliksi lapor dilaporkan karena ngga da respon dari tiap laporan,Negatif
"Mempermudah laporan pengaduan, tolong lebih di sosialisasi kan ke masyarakat umum biar pada tau.",Positif
"Install, Buka, Registrasi, Lihat isi interaksi nya.. Knp jadi suka ya... Begitu besar ekspetasi masyarakat pada pemerintah akan pelayanan publik yang profesional dan transparan. Semoga Indonesiaku jaya selalu ??????",Positif
Sering keluar sendiri dan menghapus laporan sebelumnya saya kecewa kenapa kalo login lagi laporan saya hilng atau terhapus sllu bgt,Negatif
"dilapor pun ga ada penyelesaian, minta inilah itulah,berkas harus lengkaplah",Negatif
Apk tidak bisa dibuka,Negatif
Aplikasi yang bagus..semalam baru lapor siang nya sudah di kerjakan..good job,Positif
"Aplikasi yang luar biasa, mudah cara penggunaanya.. ayo semua sampaikan aspirasi lewat aplikasi ini..",Positif
"Aplikasi tak jelas, kita masukkan laporan, lalu di verifikasi/diterima admin. Hanya itu saja... tpi tdk ada ditindak lanjuti. Hampir 1 bulan sdh dilaporkan msalah lampu PJU tpi tak ada dokerjakan. Kajol, aplikasi gk jelas.",Negatif
Ngg ada bukti laporan di tindak lanjuti.. Cmn penafsiran sendiri. Sampai sekarang ud satu bulan paket saya ngg tau keberadaanya Percuma... Di download buang2 waktu,Negatif
Untung ada aplikasi ini..semua tindakan yg ilegal akan saya laporkan...agar diberantas,Positif
aplikasi terhenti ketika mengetuk menu Akun,Negatif
Sdh 1 minggu laporanku.mpe skrg ko ga ditanggapi.benaran ga sih aplikasi ini,Negatif
Sangat baik dan membantu aspirasi dan keluhan masyarakat,Positif
"Keren, membatu agar birokrasi di indonesia semakin baik.",Positif
Apk bgus tp klo bs utk wktnya bs dipngkas lagi..lbh cpt trm ksh,Positif
Aplikasi pelayanan ini yang sangat memuaskan,Positif
Udah pernah coba lapor lampu lalu lintas mati dan beberapa hari kemudian diperbaiki karena di proses lewat intansi terkait,Positif
"Aplikasi ga guna cm formalitas aj, percuma laporan qta ga ditindak lanjuti dan ga tau gmn kelanjutannya dan qta ga dikasih tau lanjutannya!! Jgn di download untungin yg pny aplikasi ini doang!!!",Negatif
Semakin kesini. Semakin bagus. Adminya aktif. Langsung di disposisi. Semoga setelah di disposisi langsung di tindak lanjuti oleh instansi terkait. Semoga Indonesia lbh baik dengan adanya aplikasi lapor.,Positif
"Kenapa laporan saya tidak muncul,,tanggal 13 januari 2020 laporan saya tidak muncul",Negatif
"Ini aplikasi apakah beneran resmi dari pemerintah ya? saya cek laporan ke instansi? yg terkait ternyata tidak ada laporan yang diselesaikan, bahkan diproses pun cuma beberapa saja, hanya diverifikasi doang lalu tidak ada pernah kelanjutannya, klo emg beneran niat mau benahi dan perbaiki masyarakat cobalah yg serius, supaya tidak terkesan bikin aplikasi cuma untuk membodohi rakyat saja, sekian dan terimakasih",Negatif
"gua nyesal jadi orang indon...di indon HUKUM kayak tai,orang susah semakin kalian bikin susah.kalian manusia apa binatang...??jawab woii banci...apalagi sekarang kalau mau cepat selesai urusan harus ngasih tip biar cepat selesai...semua gk sesuai prosedur,karyawan kalian itu bikin prosedur sendiri..SEMOGA KALIAN SUSAH MATINYA.AMINN",Negatif
Masih lambat menganggapinya,Negatif
"Laporan saya belum terverifikasi,mudah mudahan segera ada tanggapan dari pusat maupun daerah,saya melapor karna yg saya laporkan jalan desa,hak orang banyak,hak anak sekolah,hak lansia,ibu ibu dan baoak bapak yg sudah tua renta, tolong tindakan bya untuk instansi terkait",Negatif
tombol lanjutkan tidak bisa dipakai,Negatif
Masih belum tersampaikan dan terlaksana,Negatif
Mohon kepada pngelola lapor untuk segera mem Verifikasi laporan sy dn masyarakat lain'nya. Jgn malah di endap di biarkan tidak jelas. Bahkan sampai 2 bulan laporan tidak di verifikasi. Tolonglah jgn setengah2 dalam melayani masyarakat,Negatif
Cepat dan sangat membantu dalam ketertiban dan pembagunan negara. Sukses selalu.,Positif
Koq aplikasinya tdk bisa dibuka...?,Negatif
sangat membantu kaum kecil.. terima kasih,Positif
"Aplikasi ini sangat membantu mengungkapkan aspirasi saya sebagai masyarakat, respon juga sangat bagus untuk menindak lanjuti laporan, namun tindak lanjut ke bagian lapangan tidak ada perubahan.",Positif
Wah. Progam nya sulit. Ga terverifikasi sama sekali. Tidak berfaedah. Gak berguna bagi kami. Ga ada bantuannya,Negatif
Cukup efektif bagi masyarakat yg mau melakukan aduan pelayanan publik lewat aplikasi ini,Positif
Yah bagus sekali . Beguna untuk melaporkan kejahatan,Positif
Aplikasi yang sangat baik untuk memberikann aspirasi,Positif
aplikasinya sangat membantu utk pendidikan,Positif
App ini sangat membantu saya sebagai masyarakat untuk melaporkan masalah yg terjadi di lingkungan sekitar saya,Positif
Aplikasinya sangat bagus nih,Positif
"Semoga bermanfaat, dan dapat digunakan dengan baik ^^",Positif
Ini sangat membantu mengembangkan aspirasi dan masalah yang terjadi di sekitar masyarakat,Positif
Kerennn sangat membantu ??,Positif
"Waduh!, aplikasinya tidak jalan, saya dah download tapi setelah dicoba aplikasi berhenti. Kemudian saya hapus dan donwnload lagi juga tetep gak bisa, coba diperbaiki supaya masyarakat dapat menggunakan sbg sarana perbaikan pelayanan. Supaya diketahui bahwa di daerah masih banyak masalah terutama pelayanan k pada masyarakat",Negatif
"Aplikasi tolol, gaada respon dari pemerintah percuma bikin aplikasi harus keluar biaya create app dan juga pemiliharaan jaringan. Intinya selama lu idup di Indonesia semuanya itu sampah, pemerintah, hukum semua runcing kebawah tumpul di atas. RIP INDONESIA #MALU_LAHIR_DIINDONESIA",Negatif
Situs yang sangat penting bagi masyarakat kecil dan kami sangat terbantu.Terimakasih,Positif
Aplikasi kok 99.1 % thread nya tentang laporan pendaftaran cpns :D Gak bermutu banget :D,Negatif
Mantap dan sangat bermanfaat,Positif
Kenapa tiap kirim pengaduan selalu gagal server gangguan terus mohon perbaikan terimakasih...,Negatif
"Aplikasi jelek,dah 2 hari laporan tidak diverifikasi admin, pdahal semua data pribadi lengkap begitu juga pelaporannya. Yahhh kalo apl s* mp*h mah tetep aja ...... Dan fix buat hapus apl ini di hp... Biar ga usah di download aja jika laporan kita di kemna manain mah..",Negatif
bagus semua keluhanku di tindak lanjut jadi kerajinan lapor biar mampus tuh perampok rakyat. wkwk,Positif
"Mantap Meskipun respon agak terlambat, tapi pengerjaan nya maksimal.. Terus tingkatkan lagi..",Positif
Semoga dengan adanya SP4N LAPOR masyarakat yg berada didaerah bisa bertukar pikiran sama pemerintah pusat. Mantap,Positif
"Aplikasi sdh ok tapi instansi yang didalamnya agak kurang beres, laporannya sdh ditrima tp ngga ada penyelesaiannya, digantung bgtu saja akhirnya aplikasi ini ngga begitu bermanfaat dan percuma ada. Tolong setidaknya ada deadline penyelesaiannya atau ada info-info yang bisa disampaikan. Tq",Negatif
"Laporan saya sudah 10 jam belum ditindaklanjuti, app gak jelas...",Negatif
Semoga laporannnya cepat di tanggapi dan masalah cepat terselesai.terima kasih SP4N LAPOR!,Positif
"Saya sudah mengunduh aplikasi lapor sebelumnya. Namun tdk dapat digunakan karena option LANJUTKAN tidak bisa diklik. Setelah saya buka lagi komentar yg lain di sini ternyata ada yg senasib. Menpan menjawab bahwa ia hrus meng-upadate aplikasinya.. akhirnya saya install ulang yg otomatis akan terinstal yg versi terbarunya, tetapi ttp tdk menyala option LANJUTKAN nya. Kira2 itu kenapa bs terjdi? Terimakaih",Negatif
Sangat membantu ! Mudah2n tiap laporan segera ditindak lanjuti,Positif
Sangat baik guna menciptakan pelayanan yg baik dan bersih dari KKN,Positif
Produk negara buang duit. 2x lapor . dari 1 september di verifikasi aja enggak.,Negatif
"Verifikasi no hp gagal, tidak terima kode sm sekali",Negatif
Mudah-mudahan bisa menjadi wadah yg bisa diandalkan.,Positif
Sangat membantu sekali. Asalkan laporan disertai data-data yang jelas dan memcantumkan bukti pemerasan atau peneroran dan lain2 pasti ditindaklanjuti.,Positif
tidak bisa membuat laporan gagal terus sudah beberapa kali,Negatif
"Semoga ini aplikasi dapat membatu, karna untuk saat ini saya merasa tidak nyaman dengan aplikasi fintek ilegal. Bahkan tengah malam ada yang menghubungi.",Positif
"Aneh,, saya membuat laporan, tapi terabaikan,, padahal liat yg lain, langsung diproses,, gmana sih",Negatif
Tiap liat profil sllu kluar sndiri,Negatif
"assalamualaikum wr wb selamat pagi admin sp4n laporan saya kok blm ditindaklanjuti?padahal sdh 20 jam lebih saya posting nya.. sedangkan laporan orang lain yg pelaporan nya setelah saya sudah ditindaklanjuti dan dijawab instansi terkait.. mohon di jawab.. 2bintang dulu,kalo sdh dijawab kasih 5bintang.",Negatif
Aplikasi yang bagus. Tapi mohon tingkatkan lagi kecepatan dari tindak lanjut laporannya ya....,Positif
Semoga keluhan masyarakat bisa lebih cepat untuk diberi solusi ataupun penyelesaian yang baik dan praktek pungli dapat benar2 teratasi dengan adanya layanan online seperti ini.,Positif
Aplikasi error ketika mengirim laporan,Negatif
"KECEWA, Laporan ku sudah 1 Minggu lebih tapi belum ada penyelesian atau timbal balik dari Instansi terkait.",Negatif
Aplikasi ini gak berfungsi....tdk ada respon??,Negatif
Sangat bermanfaat untuk warga biasa,Positif
Buat laporan dari tgl 17 hingga sekarang tidak di verifikasi Salahnya dimana nya Sedangkan yg lain baru 2 jam saja sudah di verifikasi,Negatif
"Min.npa laporan saya tidak ada tanggapan..atau tindak lanjutnya..pdahal sudah 19 jam..sedangkan laporan orang lain 2 jam sdah ada..tanggapan..dn tindak lanjut...nya..,salah nya di mana...thank's..",Negatif
smoga aplikasi ini bisa membantu masyrakat dalam melaporkan hal2 yg dianggap merugikan. Trimakasih,Positif
"min,laporan saya kok belum terverifikasi sedangkan orang lain yg melapor 2 jam setelah saya malah sudah terverifikasi & langsung dapat jawabannya dari pihak yang bersangkutan.saya kasih 4 bintang kalau laporannya sudah terverifikasi",Negatif
"Saya senang dengan adanya aplikasi ini,saya juga ingin tanya,laporan yg mau ditulis apa berlaku untuk instansi Swasta yang bermasalah?",Positif
"Tanggap cepat dan serius,,,itu keren",Positif
Sangat membantu..... Harap ditingkatkan lagi kerahasian para pelapor,Positif
Terimakasih atas informasinya dan tanggapan nya...,Positif
Saya kok upload tapi judulnya gak ada,Negatif
baguss semoga membantu dan bermanfaat. untuk org yg hidup di garis kemiskinan seperti saya.,Positif
"Gak fungsi, gak ada tindak lanjudnya",Negatif
"Maaf aplikasi tdk bs buka/jalan setelah sy install, hanya screen merah saja.",Negatif
"Saya tidak menerima kode otp melalui SMS, sehingga di apk saya statusnya belum terverifikasi..no hp saya sdh benar, verifikasi email sudah bisa, hanya verifikasi no hp yang mengalami kendala..tolong diproses ya",Negatif
"Maaf... Kenapa aplikasi nya tidak mau menerima laporan saya. Saya sdh 2 kali buat laporan, tiba-tiba hilang gitu aja. Tertulis laporan anda ""0"". Pun ketika saya buat laporan, ""sistem error"", kok terus? Dan kenapa bisa begitu... Mohon di benahi lagi...!!!! ???????????????????? Terima kasih...",Negatif
Membantu masyarakat di zaman serba online,Positif
"Aplikasinya sangat bagus, karena kita bisa lebih cepat melaporkan kejadian atau masalah yg terjadi",Positif
"Aplikasi yang keren, dan sangat bermanfaat. good jod aplication.",Positif
Aplikasi ini sangat membantu masyarakat dalam menyampaikan keluhan dan aspirasi dengan penggunaan teknologi yang pastinya menpermudah dalam akses LAPOR ini sendiri,Positif
Aplikasi yang bagus dan memudahkan untuk melapor dimana pun dan kapanpun,Positif
Lebih mudah buat ngelaporin seluruh masalah yg bersangkutan dengan pelayanan publik. Mantap!,Positif
"Terimakasih lapor dengan adanya nya aplikasi ini saya dapat menuangkan keluhan yg saya rasakan, semoga selalu membantu",Positif
"Laporan saya tidak ada tanggapan. Percuma dong ada aplikasi ini. Ketika rt/rw tidak bisa membantu saya percaya pada aplikasi ini. Ketika aplikasi tidak menanggapi, ya sudah hanya pada Tuhan saja saya mengeluh. Apa harus saya lari ke presiden hanya untuk masalah saya? Sedang masalah Indonesia lebih banyak yang harus diperhatikan'nya.",Negatif
"Semoga bupati, kelurahan seluruh indonesia bisa mendengarkan keluh kesah penduduk indonesia",Positif
"Sangat membantu, untuk melaporkan apapun",Positif
Untuk saat ini aplikasi ini sangat bermanfaat dan sangat dibutuhkan khususnya wilayah daerah yg msih sulit mengajukan aspirasi ke pihak terkait yg sulit mereka tuju.,Positif
"Sangat bermanfaat,insyaallah berkah.",Positif
Sangat bagus untuk masyarakat,Positif
Aplikasi ini cukup bagus untuk digunakan Sebagai penyampaian aspiras,Positif
"Aplikasi yang sangat bagus,dan sangat membantu",Positif
"Aplikasi ini sangat membantu,khususnya bagi masyrakat diperdesaan yg jauh dari jangkauan kota.",Positif
Aplikasi ini sangat berguna bagi mahasiswa,Positif
Aplikasi ini cukup baik dan dapat dipakai dengan baik . Dan juga aplikasi dapat membuat warga Indonesia bisa melaporkan setiap hal" yg terjadi terkait dengan layanan publik dengan pihak yg dapat menangani nya.,Positif
Aplikasi yang bagus.... Berguna serta bermanfaat bagi mereka yang ingin melaporkan berbagai hal. Aplikasi yang mudah dipahami dan simple,Positif
Aplikasinya sangat berguna buat masyarakat karna disini masyarakat bisa melapor ttg apa yg terjadi disekitar,Positif
Semoga dengan adanya aplikasi lapor menjadikan semua kejadian mudah untuk mendapatkan informasi,Positif
Dengan aplikasih ini kita dpt melaporkan suatu peristiwa atau kejadian,Positif
Apk Ini sangat membantu dan memudahkan masyarakat untuk melaporkan permasalahan yang ada di sekitar.,Positif
Aplikasi ini sangat membantu saya dalam melaporkan kendala yang ada di lingkungan masyarakat.,Positif
Sangat membantu terutama masyarakat,Positif
"Aplikasi lapor sangat baik , bagus untuk melaporkan hal yg perlu dilaporkan. Aplikasinya sngat membantu????",Positif
Aplikasi ini sangat membantu bagi masyarakat untuk memajukan Indonesia,Positif
Aplikasinya bagus dan memudahkan masyarakat untuk menyampaikan kritik dan sarannya,Positif
Sangat baik. Aplikasi nya sangat mudah.,Positif
Mantap apalikasinya sangat berguna buat,Positif
Mempermudah untuk menyampaikan aspirasi,Positif
Aplikasinya cangih dan mudah dimengerti,Positif
Mantap sangat membantu,Positif
